text,label,label_text,global_label,task_id
can you check if my application for a discovery card has been looked over yet,103,application_status,3,1
"tell me if my application has been processed yet, i signed up for a credit card recently",103,application_status,3,1
tell me the present status of the credit card application i submitted,103,application_status,3,1
did my american express card application go through yet,103,application_status,3,1
when will my cc application process,103,application_status,3,1
is my application processed for credit card,103,application_status,3,1
tell me straight if it has been processed or not,103,application_status,3,1
what is the status of my application for the credit card,103,application_status,3,1
did my visa card app go through yet,103,application_status,3,1
did the application i put in for a mastercard go through yet,103,application_status,3,1
my credit card application has what status,103,application_status,3,1
when will my application for my credit card be processed,103,application_status,3,1
tell me a little more about the status of my credit card application,103,application_status,3,1
do you know if my amex card app went through,103,application_status,3,1
is there any indication my application for a new credit card has been processed,103,application_status,3,1
have they looked over my app for the new credit card yet,103,application_status,3,1
how will i know when my application for a credit card has been processed,103,application_status,3,1
how good is card apr,132,apr,4,3
give me information about my card's apr,132,apr,4,3
is the apr rate on my amex pretty good,132,apr,4,3
do i have a good apr on my credit card,132,apr,4,3
could you tell me what is the apr for the credit card,132,apr,4,3
what is the apr for the credit card,132,apr,4,3
what's the current apr for my mastercard,132,apr,4,3
what is the apr on my american express card,132,apr,4,3
please say the apr for my credit card,132,apr,4,3
what's my apr on the credit card i used for a purchase a week ago,132,apr,4,3
fill me in on the apr for my american express card,132,apr,4,3
what is the credit card apr please,132,apr,4,3
how much is my amex's apr,132,apr,4,3
credit card annual rate,132,apr,4,3
my visa card  what's the apr on that,132,apr,4,3
tell me how good the apr is on my card please,132,apr,4,3
what is the apr on my master card,132,apr,4,3
"the apr on my disney visa, what is that exactly",132,apr,4,3
what is the apr on my aaa visa card,132,apr,4,3
what's the annual rate on my discover card,132,apr,4,3
"buy a flight for me from nyc to la on march 1, returning on march 5",63,book_flight,9,4
i'm looking for a roundtrip flight from koa to mgj for june to july,63,book_flight,9,4
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,63,book_flight,9,4
book a flight from chicago to dc on monday and returning on wednesday,63,book_flight,9,4
book a flight from bangor to las vegas on may 1st and returning july 4th,63,book_flight,9,4
book me a flight out of la to chicago on march 3rd for under $500,63,book_flight,9,4
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",63,book_flight,9,4
"find me a flight from nyc to la on march 1, returning on march 5",63,book_flight,9,4
make delta reservation from madison to atlanta,63,book_flight,9,4
i'd like a flight from laguardia to orlando on southwest for under $400,63,book_flight,9,4
"purchase a flight from fiji to san diego on november 1 that returns on december 1, please",63,book_flight,9,4
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,63,book_flight,9,4
book a flight from sacremento to tampa two weeks from now and returning a month after,63,book_flight,9,4
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,63,book_flight,9,4
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,63,book_flight,9,4
i need a flight from nyc to paris with delta,63,book_flight,9,4
purchase a flight from slc to columbus on tuesday that returns on friday,63,book_flight,9,4
i need you to book me a flight from chicago to montpelier via united,63,book_flight,9,4
fly me from pit to pdx on delta for under $300,63,book_flight,9,4
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,63,book_flight,9,4
how many calories in gum,135,calories,14,4
what's the calorie count for tuna casserole,135,calories,14,4
what's the amount of calories in an cream filled oatmeal cookie,135,calories,14,4
how many calories does a scoop of chocolate ice cream have,135,calories,14,4
what's the expected calories in a cream filled cookie,135,calories,14,4
what's the caloric content in a bowl of rice crispies with milk,135,calories,14,4
how many calories would i consume if i ate a loaded hotdog,135,calories,14,4
how many calories are in chicken breast,135,calories,14,4
can you tell me how many calories are in cookies,135,calories,14,4
do cheetos have a lot of calories,135,calories,14,4
do you know how many calories are in a single chicken breast,135,calories,14,4
how many calories does a big mac have,135,calories,14,4
what's the number of calories in a pepsi,135,calories,14,4
please tell me the total calories a single serving of chocolate ice cream is expected to contain,135,calories,14,4
how many calories are in a cup of white rice,135,calories,14,4
calorie count of cheetos,135,calories,14,4
what's the average number of calories in one cup of tomato soup,135,calories,14,4
what's the number of calories in a coke,135,calories,14,4
what's the expected calorie load of a peanut butter and jelly sandwich,135,calories,14,4
what is the calorie count of an apple,135,calories,14,4
scrap that dinner reservation,67,cancel_reservation,16,2
im not going to dinner tonight,67,cancel_reservation,16,2
we have a table at the taco bell under bowie we need to release,67,cancel_reservation,16,2
remove my dinner reservation,67,cancel_reservation,16,2
my reservation is no longer needed,67,cancel_reservation,16,2
i'd like to cancel the party of 7 we reserved at the olive garden,67,cancel_reservation,16,2
cancel the reservation i made for 8 pm at black rock,67,cancel_reservation,16,2
get rid of my dinner reservation,67,cancel_reservation,16,2
cancel my reservation for dinner,67,cancel_reservation,16,2
please cancel the reservation at zephers for joe and myself right now,67,cancel_reservation,16,2
please delete the reservation for 3 people at outback,67,cancel_reservation,16,2
cancel my reservations for joe's at zepher right now,67,cancel_reservation,16,2
could you please cancel my reservation for 5 at red robin,67,cancel_reservation,16,2
go ahead and cancel the reservation i made for 6:00 pm at parc,67,cancel_reservation,16,2
the reservation i have isn't needed any more,67,cancel_reservation,16,2
would you please cancel the reservations for dinner,67,cancel_reservation,16,2
cancel the reservation for joe and i right now for the zephers reservation we had booked,67,cancel_reservation,16,2
can you cancel my reservation tonight for chris at smith and wollensky,67,cancel_reservation,16,2
cancel my reservation for 3 at carlos jr,67,cancel_reservation,16,2
get rid of my 4 pm reservation at the steakhouse please,67,cancel_reservation,16,2
i'll need a rental car from 3/3 - 3/14 in vegas,40,car_rental,17,3
i'd like to find a place that rents flashy sports cars in tampa,40,car_rental,17,3
where can i rent a car in boston,40,car_rental,17,3
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",40,car_rental,17,3
i want to travel to new york and i would like to rent a car,40,car_rental,17,3
i need to rent a car in boston for march 2 until march 4,40,car_rental,17,3
help me get a rental car for march 2 to 6th in dallas and i would prefer a bmw suv,40,car_rental,17,3
"id like a car rental between january 1st to the 3rd in denver, id like a ford",40,car_rental,17,3
on may 12 to may 16 can i get a car from aiken,40,car_rental,17,3
help me secure a car rental out of reagan international airport from march 22-30,40,car_rental,17,3
what car rental choices are there in calgary,40,car_rental,17,3
i need to find a rental car since i'm travelling to new york tomorrow,40,car_rental,17,3
how can i rent a car in boston,40,car_rental,17,3
can you help me booked a car in london,40,car_rental,17,3
can i rent a car out of lax from tuesday to thursday,40,car_rental,17,3
can i get a jeep to rent in bangor from the first of the month to a week after the first,40,car_rental,17,3
i want a bmw suv for march 2 to 6th in dallas,40,car_rental,17,3
is a car rental available out of lax from tuesday to thursday,40,car_rental,17,3
i'll require a rental car from 3/6 - 3/19 in san jose,40,car_rental,17,3
please book a car for me in bangkok,40,car_rental,17,3
bloomingdale's declined my card and i'd like to know why,49,card_declined,18,1
why did you decline my card at sfo,49,card_declined,18,1
please tell me why walgreen's wouldn't take my card,49,card_declined,18,1
why was my card declined for my monthly netflix subscription payment,49,card_declined,18,1
can you tell me why walmart declined my card,49,card_declined,18,1
it turns out my card was declined at fry's and i would like to know why,49,card_declined,18,1
tell me why was my card declined at the zoo,49,card_declined,18,1
why was my card declined at safeway,49,card_declined,18,1
please help me figure out why my card was declined yesterday,49,card_declined,18,1
so my card was declined at fry's and i wanna know why,49,card_declined,18,1
"my card was declined at the store yesterday, what happened",49,card_declined,18,1
why was my card declined,49,card_declined,18,1
i was at whole foods trying to buy groceries and my card got declined,49,card_declined,18,1
how come my card was declined at rosses,49,card_declined,18,1
why did my card not get accepted,49,card_declined,18,1
i tried to make a purchase yesterday but my card was declined why,49,card_declined,18,1
please tell me why did my card not get accepted,49,card_declined,18,1
can you tell me what caused my card to get declined at starbucks this morning,49,card_declined,18,1
why did my card not get accepted please,49,card_declined,18,1
why wouldn't nordstrom accept my card,49,card_declined,18,1
set your name to hillary,55,change_ai_name,21,4
"from here on, you'll be responding to the name captain black",55,change_ai_name,21,4
how do i change the name you came with to something else,55,change_ai_name,21,4
alter the name given to the ai,55,change_ai_name,21,4
"from now on, your name will be buttercup",55,change_ai_name,21,4
please change the ai name for me,55,change_ai_name,21,4
i would like you to think of yourself as machine and answer when i say your name as such,55,change_ai_name,21,4
i want to change the name i call you to juan,55,change_ai_name,21,4
can i make your name different,55,change_ai_name,21,4
may i start referring to you as jeff,55,change_ai_name,21,4
x is your new nickname,55,change_ai_name,21,4
i am going to address you as my own name,55,change_ai_name,21,4
make a new name for the ai,55,change_ai_name,21,4
let me change your name to dina,55,change_ai_name,21,4
can i begin calling you dave,55,change_ai_name,21,4
please open a call to my mother,55,change_ai_name,21,4
i would like to call you andre 3000,55,change_ai_name,21,4
i will call you cap,55,change_ai_name,21,4
do you mind if call you nikolai,55,change_ai_name,21,4
i want to start calling you marie,55,change_ai_name,21,4
would you please increase your speaker volume,150,change_volume,25,3
increase the volume level to 4 now,150,change_volume,25,3
lower your volume,150,change_volume,25,3
please increase the volume to 4,150,change_volume,25,3
please go ahead and increase your speaker volume,150,change_volume,25,3
can you rise the volume of this please,150,change_volume,25,3
you must increase your volume,150,change_volume,25,3
i need you to your volume,150,change_volume,25,3
please raise volume,150,change_volume,25,3
i'd like it to be louder,150,change_volume,25,3
"turn up the volume level to 4, please",150,change_volume,25,3
i need you to increase your volume,150,change_volume,25,3
go ahead and your volume,150,change_volume,25,3
decrease volume,150,change_volume,25,3
the volume should be decreased,150,change_volume,25,3
can i increase my volume,150,change_volume,25,3
please increase your speaker volume,150,change_volume,25,3
raise the volume,150,change_volume,25,3
the sound is too low,150,change_volume,25,3
increase volume to 4,150,change_volume,25,3
credit limit change,109,credit_limit_change,29,5
i need to increase my credit limit,109,credit_limit_change,29,5
can you see if i can get a higher limit on my discovery card,109,credit_limit_change,29,5
would it be possible to increase my chase card's limit,109,credit_limit_change,29,5
"can i raise my credit limit to $12,000",109,credit_limit_change,29,5
can i increase the credit limit for my american express card,109,credit_limit_change,29,5
i want my credit limit changed,109,credit_limit_change,29,5
how would i raise my credit spending by 250 dollars,109,credit_limit_change,29,5
how can i increase my aa credit card limit,109,credit_limit_change,29,5
can my credit limit be increased to one thousand dollars,109,credit_limit_change,29,5
tell me if i can get a higher limit on my visa,109,credit_limit_change,29,5
can i increase the credit limit for my bank of the west card,109,credit_limit_change,29,5
how do i increase the limit on my visa card,109,credit_limit_change,29,5
i want to change my credit limit,109,credit_limit_change,29,5
can you change my credit limit,109,credit_limit_change,29,5
can my limit be increased for my visa,109,credit_limit_change,29,5
"can you increase my credit limit to $7,500",109,credit_limit_change,29,5
will they let me up my credit limit to $1000,109,credit_limit_change,29,5
what do i do to change my credit limit,109,credit_limit_change,29,5
please see if you can increase my credit limit to one thousand dollars,109,credit_limit_change,29,5
how good is my credit score,69,credit_score,30,1
can you tell me my credit score,69,credit_score,30,1
what kind of credit score do i have,69,credit_score,30,1
i need my credit score,69,credit_score,30,1
"if i want my credit score, how do i find it",69,credit_score,30,1
how do i find my credit score,69,credit_score,30,1
my credit score is what,69,credit_score,30,1
how is my credit score,69,credit_score,30,1
can you reveal my credit score,69,credit_score,30,1
hows my credit score,69,credit_score,30,1
show me my credit score please,69,credit_score,30,1
please get my credit score,69,credit_score,30,1
show me my credit score,69,credit_score,30,1
find my credit score and tell it to me,69,credit_score,30,1
how do i look up my credit score,69,credit_score,30,1
please notify me of my credit rating,69,credit_score,30,1
can you figure out how to find my credit score,69,credit_score,30,1
find my credit score for me,69,credit_score,30,1
are you able to lookup my credit rating,69,credit_score,30,1
what's my credit score rating,69,credit_score,30,1
how can i tell what my current location is,136,current_location,31,4
please tell me my current gps coordinates,136,current_location,31,4
where am i located currently,136,current_location,31,4
give me my location on the map,136,current_location,31,4
i need to know my current gps coordinates,136,current_location,31,4
tell me where i am on a map,136,current_location,31,4
what are my longitude and latitude points,136,current_location,31,4
i am in need of my location,136,current_location,31,4
"could you find my location on the map, please",136,current_location,31,4
please show me where i am on a map,136,current_location,31,4
tell me my current gps coordinates,136,current_location,31,4
where am i located,136,current_location,31,4
what street is this,136,current_location,31,4
please tell me my current location,136,current_location,31,4
what location do you see me at right now,136,current_location,31,4
what street am i on right now,136,current_location,31,4
i need to know my present gps coordinates,136,current_location,31,4
at this location what are my gps coordinates,136,current_location,31,4
show me where i am on the map,136,current_location,31,4
check me out on the map,136,current_location,31,4
i can not use my card since it is damaged,87,damaged_card,32,1
my card is damaged and no longer function,87,damaged_card,32,1
"my card split in half, can i report it",87,damaged_card,32,1
my card got melted and i need to report it,87,damaged_card,32,1
"i cracked my card, order a new one",87,damaged_card,32,1
my card has a deep crease through the middle so i would like to report it,87,damaged_card,32,1
"the card is torn, let's report it",87,damaged_card,32,1
i cracked my rewards card can i get a different one,87,damaged_card,32,1
"i accidentally bent my card, what do i do",87,damaged_card,32,1
report to the company that i damaged my card,87,damaged_card,32,1
"my card needs replaced, i accidentally scraped it",87,damaged_card,32,1
my card got damaged and i need to report it,87,damaged_card,32,1
"my card snapped, can you tell my bank to send a replacement",87,damaged_card,32,1
my card is damaged and unusable,87,damaged_card,32,1
let my credit card company know that my card split in half,87,damaged_card,32,1
the atm chewed up my card can i get a new one,87,damaged_card,32,1
"my card split in half, how do i report it",87,damaged_card,32,1
"my card got melted and i need to report it, please",87,damaged_card,32,1
report my burned card to the company,87,damaged_card,32,1
i need to report a bent card,87,damaged_card,32,1
define thoroughbred,139,definition,34,4
what might the meaning of altruism be,139,definition,34,4
what is the definition of altruism,139,definition,34,4
what is good riddance mean,139,definition,34,4
define qat for me,139,definition,34,4
i want to know the definition of discretionary,139,definition,34,4
what is the definition of succumb,139,definition,34,4
what's the meaning of emulsify,139,definition,34,4
tell me what monstrosity means,139,definition,34,4
tell me the definition of the word redemption,139,definition,34,4
"where i can use word ""rescind",139,definition,34,4
"what does ""money"" mean",139,definition,34,4
what is the meaning of hyperactive,139,definition,34,4
what is the meaning of flange,139,definition,34,4
use the word ataraxy in a sentence,139,definition,34,4
what does the word ataraxy mean,139,definition,34,4
"is ""rescind"" a word of positive connotation",139,definition,34,4
what's affiliate definition,139,definition,34,4
what is the meaning of telepathy,139,definition,34,4
what does alternative mean,139,definition,34,4
i want to know how to get to statue of liberty by bus,72,directions,36,3
can i take a bus to the grand canyon,72,directions,36,3
how do i get to the supermarket on foot,72,directions,36,3
is there a starbucks close to home,72,directions,36,3
tell me where is the closest coffee shop,72,directions,36,3
i want to take a bus to mexico city how do i do that,72,directions,36,3
how do i get to the museum by bus,72,directions,36,3
i need to know where the nearest place that has mountain dew is,72,directions,36,3
i need to know directions to the nearest gas station,72,directions,36,3
give me directions to the nearest gas station,72,directions,36,3
"i need to get to a church immediately, please take me to one!",72,directions,36,3
direct me to the closest korean grocery,72,directions,36,3
how do i get to the hotel by bus,72,directions,36,3
can you tell me the nearest restaurant to me and give me directions,72,directions,36,3
can a bus get me to the statue of liberty,72,directions,36,3
find me the closest public bathroom,72,directions,36,3
would you tell me how to get to walmart by bus,72,directions,36,3
is a bar close to my church,72,directions,36,3
could you tell me how to get to the statue of liberty by bus,72,directions,36,3
can you tell me the location of the nearest bank,72,directions,36,3
can you tell me about the pets you have,34,do_you_have_pets,38,0
which food do you give your pets,34,do_you_have_pets,38,0
"imagine you had to pick a preferred animal between cats or dogs, which will you pick",34,do_you_have_pets,38,0
let me know if you are a cat or dog person,34,do_you_have_pets,38,0
can you tell me if you have any pets,34,do_you_have_pets,38,0
"which domestic animal do you prefer, dog or cat",34,do_you_have_pets,38,0
cats or dogs,34,do_you_have_pets,38,0
what are all your pets,34,do_you_have_pets,38,0
kind of what pets do you have,34,do_you_have_pets,38,0
i'd like to learn more about your pets,34,do_you_have_pets,38,0
i gotta know what kinds of pets you have,34,do_you_have_pets,38,0
which pets do you own now,34,do_you_have_pets,38,0
what sort of animals are your pets,34,do_you_have_pets,38,0
do you have pets,34,do_you_have_pets,38,0
let me know what kinds of pets you have,34,do_you_have_pets,38,0
can you tell me the types of pets you have,34,do_you_have_pets,38,0
do you keep any pets,34,do_you_have_pets,38,0
so what pets do you have,34,do_you_have_pets,38,0
do you have any domestic animals,34,do_you_have_pets,38,0
how many pets do you have,34,do_you_have_pets,38,0
i need the exchange rate between pounds and us dollars,38,exchange_rate,39,0
what's the currency conversion between rubles and yen,38,exchange_rate,39,0
what is the conversion for 500 dollars to pesos,38,exchange_rate,39,0
how much dollars do i receive if i trade in 6 yens,38,exchange_rate,39,0
what is the exchange rate between rubles and us dollars,38,exchange_rate,39,0
what's 11 yen in pounds,38,exchange_rate,39,0
usd to yen is what right now,38,exchange_rate,39,0
what is 50 dollars in euros,38,exchange_rate,39,0
tell me how many pesos equal 500 dollars,38,exchange_rate,39,0
let me know the exchange rate between dollars and rubles,38,exchange_rate,39,0
us dollars to uk,38,exchange_rate,39,0
i need to know the conversion for dollars to pesos,38,exchange_rate,39,0
how many canadian dollars can i get for 5 us dollars,38,exchange_rate,39,0
how many swedish kroner do i get for a dollar,38,exchange_rate,39,0
what is the exchange rate between usd and the euro,38,exchange_rate,39,0
i must know five dollars in yen and rubles,38,exchange_rate,39,0
how much is 10 us dollars in canadian dollars,38,exchange_rate,39,0
how many dollars can i exchange for 100000 yen,38,exchange_rate,39,0
how many lira can i get for 250 dollars,38,exchange_rate,39,0
what is the current exchange rate for the dollar and the yen,38,exchange_rate,39,0
when's my visa card expiring,44,expiration_date,40,0
can you please tell me my card's expiration month,44,expiration_date,40,0
how many days until my amex card reaches it expiration date,44,expiration_date,40,0
what's the month that my card expires,44,expiration_date,40,0
what date will my hy-vee card need to be renewed,44,expiration_date,40,0
what month and year will my visa card expire,44,expiration_date,40,0
when does my capital one visa expire,44,expiration_date,40,0
what is the expiration date on my credit card,44,expiration_date,40,0
my american express card expires on what date,44,expiration_date,40,0
when does my card expire,44,expiration_date,40,0
do you know the expiration date for my visa card,44,expiration_date,40,0
during what month will my card's expiration date fall on,44,expiration_date,40,0
can i have the expiration date for my capital one card,44,expiration_date,40,0
when is the expiration date for my visa card,44,expiration_date,40,0
do i need a new card yet,44,expiration_date,40,0
whats the expiration date on my credit card,44,expiration_date,40,0
what is the expiration date on my visa card,44,expiration_date,40,0
when will my american express credit card expire,44,expiration_date,40,0
when my credit card is going to expire,44,expiration_date,40,0
when is my credit card going to expire,44,expiration_date,40,0
can you assist me in locating my phone,81,find_phone,41,4
who has seen my cellphone,81,find_phone,41,4
find my cellphone,81,find_phone,41,4
i don't know where i left my phone,81,find_phone,41,4
please help me figure out where my lost phone is,81,find_phone,41,4
locate my phone please,81,find_phone,41,4
my phone is lost - can you help me find it,81,find_phone,41,4
help me search for my phone,81,find_phone,41,4
where is my phone now,81,find_phone,41,4
"ai, i lost my phone, help me find it please",81,find_phone,41,4
can you track the location of my phone,81,find_phone,41,4
can you help me find my cellphone,81,find_phone,41,4
i am looking for my phone,81,find_phone,41,4
i can't find my phone do you know where it is,81,find_phone,41,4
"my phone is lost, can you help with that",81,find_phone,41,4
ai find my phone,81,find_phone,41,4
do you know where my phone is located now,81,find_phone,41,4
i can't find my phone,81,find_phone,41,4
where is my phone,81,find_phone,41,4
i can't locate my phone,81,find_phone,41,4
will my delta flight leave on time,80,flight_status,42,2
tell me the status of flight dl123,80,flight_status,42,2
when should i expect my flight to come in,80,flight_status,42,2
i wanna know the status of flight dl123,80,flight_status,42,2
what is the arrival time for my flight,80,flight_status,42,2
how long until my flight is here,80,flight_status,42,2
tell me what the status of my american airlines flight is,80,flight_status,42,2
what landing time is scheduled for my flight,80,flight_status,42,2
when should the flight land,80,flight_status,42,2
tell me when my flight is landing,80,flight_status,42,2
what's my flight's eta,80,flight_status,42,2
can you tell me when my flight is going to board,80,flight_status,42,2
i need to know when my flight scheduled to board,80,flight_status,42,2
can you update me with the status of flight dl123,80,flight_status,42,2
can you tell me what time this flight is going to land,80,flight_status,42,2
is there an update on flight dl123,80,flight_status,42,2
i need to know when my flight is landing,80,flight_status,42,2
when does boarding for my flight begin,80,flight_status,42,2
tell me when my flight scheduled to board,80,flight_status,42,2
what's the latest with my united flight,80,flight_status,42,2
what's my current fuel level,110,gas,47,5
can my car get to reno with the gas currently in my tank,110,gas,47,5
what level is my gas tank at,110,gas,47,5
what amount of gas do i have in my car,110,gas,47,5
is there enough fuel to drive to tampa,110,gas,47,5
please tell me the amount of gas i have,110,gas,47,5
what does my gas meter say,110,gas,47,5
how much gas is in my tank,110,gas,47,5
tell me how much gas i have,110,gas,47,5
what percentage of gas do i have left,110,gas,47,5
do i need to get gas soon,110,gas,47,5
how much does it cost to get my car filled up,110,gas,47,5
do i have enough fuel to get to orlando,110,gas,47,5
let me know how much gas i have in total,110,gas,47,5
does my car have enough gas to get to chicago,110,gas,47,5
what do i have left in the gas tank,110,gas,47,5
how many gallons do i have left,110,gas,47,5
how much fuel is in the tank,110,gas,47,5
i need to know how much gas i have,110,gas,47,5
can you tell me the amount of gas i have remaining,110,gas,47,5
it was good chatting,114,goodbye,49,3
see you soon,114,goodbye,49,3
i'm out of here,114,goodbye,49,3
bye-bye,114,goodbye,49,3
"great chat, talk to you later",114,goodbye,49,3
goodbye to you,114,goodbye,49,3
"it was great to see you again, see ya later!",114,goodbye,49,3
catch you around,114,goodbye,49,3
i'll talk to you later ai,114,goodbye,49,3
it was good to talk to you today,114,goodbye,49,3
good night,114,goodbye,49,3
"great talk, take it easy",114,goodbye,49,3
adios ai,114,goodbye,49,3
we'll talk later ai,114,goodbye,49,3
have a good one,114,goodbye,49,3
ill see you around,114,goodbye,49,3
"nice talking again, bye",114,goodbye,49,3
peace,114,goodbye,49,3
i enjoyed talking to you,114,goodbye,49,3
i have to go ai goodbye,114,goodbye,49,3
"at four, how much business does georgio have",102,how_busy,51,3
how busy is orchids at 7,102,how_busy,51,3
how long would i have to wait if i want to go to golden corral,102,how_busy,51,3
how long will it take to get seated at needham's,102,how_busy,51,3
how busy do you expect olive garden to be at 6,102,how_busy,51,3
how long does it take to get a table at chili's,102,how_busy,51,3
how busy will golden corral be at 7:30 tonight,102,how_busy,51,3
can you check to see how busy that restaurant is for dinner,102,how_busy,51,3
how long will it take to be seated at the flying w,102,how_busy,51,3
does macaroni grill have a wait how long,102,how_busy,51,3
will there be a wait time at this restaurant,102,how_busy,51,3
can i expect chili's to be busy at 4:30,102,how_busy,51,3
will cracker barrel be crowded around five this evening,102,how_busy,51,3
what's the typical time to eat at red lobster,102,how_busy,51,3
how busy is teddy bigger burder around 5,102,how_busy,51,3
how busy is imanas tei at 7 dinner,102,how_busy,51,3
what is the wait time at applebee's,102,how_busy,51,3
how long is the wait at assagios today,102,how_busy,51,3
is sage busy around noon,102,how_busy,51,3
how busy does outback get around 7pm,102,how_busy,51,3
how old are you,99,how_old_are_you,52,4
what age are you,99,how_old_are_you,52,4
i'd love to hear when you were born,99,how_old_are_you,52,4
how long have you been alive for,99,how_old_are_you,52,4
where's your place of birth,99,how_old_are_you,52,4
your age please,99,how_old_are_you,52,4
tell me how old youare,99,how_old_are_you,52,4
for how long have you existed,99,how_old_are_you,52,4
how old are you today,99,how_old_are_you,52,4
would you tell me your age,99,how_old_are_you,52,4
how old are you siri,99,how_old_are_you,52,4
how old are you again,99,how_old_are_you,52,4
how old is al,99,how_old_are_you,52,4
what is the age of the ai,99,how_old_are_you,52,4
could you tell me when you were born,99,how_old_are_you,52,4
i want to know your age,99,how_old_are_you,52,4
what age is the ai,99,how_old_are_you,52,4
how long have you been here,99,how_old_are_you,52,4
let me know how old you are,99,how_old_are_you,52,4
tell me your age please,99,how_old_are_you,52,4
how to build up my credit score,28,improve_credit_score,53,1
how do i maintain my credit score,28,improve_credit_score,53,1
how do i keep my credit from lowering,28,improve_credit_score,53,1
what can i do to improve my credit score,28,improve_credit_score,53,1
give me some ways to build my credit score,28,improve_credit_score,53,1
give me tips on maintaining good credit,28,improve_credit_score,53,1
"i want to keep my credit from going down, how do i do this",28,improve_credit_score,53,1
do you know if bouncing one check on your checking account can hurt your credit score or not,28,improve_credit_score,53,1
how can i hurt my credit score,28,improve_credit_score,53,1
are there any new harmful things that could affect my credit score,28,improve_credit_score,53,1
does medical debt hurt my credit score,28,improve_credit_score,53,1
how do i keep my credit score from dropping,28,improve_credit_score,53,1
so how can i hurt my credit score,28,improve_credit_score,53,1
how can i build credit,28,improve_credit_score,53,1
what steps should i take to improve my credit score,28,improve_credit_score,53,1
what lowers credit score,28,improve_credit_score,53,1
what can i do to raise my credit score,28,improve_credit_score,53,1
how can i keep my credit score from going down,28,improve_credit_score,53,1
steps to raise my credit score,28,improve_credit_score,53,1
what can i do to keep my credit in good standing,28,improve_credit_score,53,1
tell me if there is any transaction fee using royal card in europe,137,international_fees,60,2
if i use my card in mexico do i get an extra fee,137,international_fees,60,2
is there a charge to use my card in japan,137,international_fees,60,2
is there an extra fee for using my card in costa rica,137,international_fees,60,2
are there any transaction fees associated with my navy federal card if i am in germany,137,international_fees,60,2
is there any transaction fees on my citibank card if used in spain,137,international_fees,60,2
what are the international transaction fees on my amex,137,international_fees,60,2
"how much is the atm fee for my boa card in orlando, fl",137,international_fees,60,2
are there fees for using my card in tampa,137,international_fees,60,2
will i be charged if i use my card in france,137,international_fees,60,2
are there any fees for using my amex in england,137,international_fees,60,2
will i be charged if i use my card in canada,137,international_fees,60,2
how much do you charge if i use my card in japan,137,international_fees,60,2
will i be charged if i use the card in france,137,international_fees,60,2
will i be charged if i use my card in detroit,137,international_fees,60,2
are there any transaction fees associated with my navy federal card if i am in japan,137,international_fees,60,2
are there any transaction fees associated with my amex card if i am in france,137,international_fees,60,2
what fees are charged if i use something in paris,137,international_fees,60,2
will i be charged for using my card in japan,137,international_fees,60,2
