text,label,label_text,global_label,task_id
do i need a travel visa to visit japan,59,international_visa,61,0
do i need a visa to leave the country,59,international_visa,61,0
do i need an international visa to go to england,59,international_visa,61,0
i'm vacationing in israel will i need a visa,59,international_visa,61,0
i am going to germany soon do i need a visa,59,international_visa,61,0
"i can't remember when my car last went to the shop, can you find out for me",37,last_maintenance,63,0
how long ago did my car get looked at,37,last_maintenance,63,0
look up the date of my last oil change,37,last_maintenance,63,0
when was the last time my car was in the shop,37,last_maintenance,63,0
when was my car last worked on,37,last_maintenance,63,0
get a hold of sue,25,make_call,65,0
call robby,25,make_call,65,0
please dial christie's number,25,make_call,65,0
use my phone to dial work,25,make_call,65,0
phone call secretary,25,make_call,65,0
how much mpg does this car get in the city,142,mpg,72,1
how many miles per gallon do i get in my car,142,mpg,72,1
how many miles does my car get per gallon,142,mpg,72,1
how many miles per gallon does it get in the city,142,mpg,72,1
how many mpg does this rig get when i'm in the city,142,mpg,72,1
play the next song,118,next_song,75,0
let's play the next song now,118,next_song,75,0
i need you to play the next song on this playlist,118,next_song,75,0
give me the next song,118,next_song,75,0
what's next on the list,118,next_song,75,0
go ahead and pay my american express bill now,111,pay_bill,83,1
i'd like to pay my bill,111,pay_bill,83,1
i need help paying my tuition bill,111,pay_bill,83,1
can you assist me in paying my electric bill,111,pay_bill,83,1
pay my phoe bill with my debit card,111,pay_bill,83,1
i must change my pin number for my account,89,pin_change,85,0
on account ending in 3838 change my pin to 1234,89,pin_change,85,0
i am unable to remember what my pin is for my bank of america checking account,89,pin_change,85,0
change the pin on my bofa account to 3892,89,pin_change,85,0
please go and change the pin on my bank of america account to be 1234,89,pin_change,85,0
how do i make pumpkin pie,104,recipe,92,1
find a recipe for german chocolate cake,104,recipe,92,1
you know procedure to cook apple pie,104,recipe,92,1
making ribs perfectly is done how,104,recipe,92,1
i need a recipe for chicken pot pie,104,recipe,92,1
set a reminder to go dress shopping,53,reminder_update,95,0
"open up a reminder, pay taxes on monday",53,reminder_update,95,0
make a reminder to change the cat litter,53,reminder_update,95,0
please reminder for car meet,53,reminder_update,95,0
can you set a reminder for the meeting,53,reminder_update,95,0
set a meeting with tom for 5:30 tomorrow,18,schedule_meeting,109,0
can you schedule a meeting with matt for 3,18,schedule_meeting,109,0
can you put in a meeting for the blue room on friday,18,schedule_meeting,109,0
can you hook me up with a meeting room on saturday morning at 10am,18,schedule_meeting,109,0
i have to meet with sam at 9:00am in two days,18,schedule_meeting,109,0
send a text to lisa and ask her to call me when she gets home,26,text,119,1
text christopher and tell him i will stop by,26,text,119,1
send ally a text message the message is that i just landed,26,text,119,1
text tony and invite him to my party next saturday,26,text,119,1
text mom where are you,26,text,119,1
what timezone is canada in,66,timezone,123,1
french time zone,66,timezone,123,1
i need to know what timezone ireland is in,66,timezone,123,1
what timezone is detroit in,66,timezone,123,1
what's the timezone for san diego,66,timezone,123,1
please include feeding the fish on my to do list,65,todo_list_update,127,1
take doing the dishes off my todo list,65,todo_list_update,127,1
delete everything from the task list,65,todo_list_update,127,1
please clear out my whole to do list,65,todo_list_update,127,1
"on my to do list, add dishes",65,todo_list_update,127,1
how much traffic is there before the stadium,24,traffic,128,1
is traffic bad on my way to the next mcdonalds,24,traffic,128,1
should i take a different route to work,24,traffic,128,1
is there gridlock on the street up to the stadium,24,traffic,128,1
give me an idea of traffic on the way to the doctors office at 6,24,traffic,128,1
i want to transfer funds between accounts,133,transfer,130,0
please transfer $s from saving to checking,133,transfer,130,0
i need to move money from one account to another,133,transfer,130,0
move 100 dollars from checking to savings,133,transfer,130,0
i would like to make a transfer,133,transfer,130,0
translate hello in french,61,translate,131,1
"what is the equivalent of, 'life is good' in french",61,translate,131,1
i would like to know how to say hello in french,61,translate,131,1
what do you call a subway if you were english,61,translate,131,1
how would i say hello in french,61,translate,131,1
is it safe to travel to norway,128,travel_alert,132,1
are there any travel alerts for russia,128,travel_alert,132,1
does italy have any travel alerts i should be aware of,128,travel_alert,132,1
is it safe to travel to argentina,128,travel_alert,132,1
are there travel notifications for columbia,128,travel_alert,132,1
tell my bank i'll be in jamaica from the 4th to the 11th,146,travel_notification,133,0
let me bank know i will be in brazil from june 1st to july 1st,146,travel_notification,133,0
i'm traveling to morocco soon and want to inform my bank,146,travel_notification,133,0
the bank should know i am going to asia soon,146,travel_notification,133,0
notify my bank i'll be in rome from the 1st to the 17th,146,travel_notification,133,0
what are the big tourist sites in sweden,149,travel_suggestion,134,0
"what do you suggest for entertainment in tampa, florida",149,travel_suggestion,134,0
do you know of any activities in nashville,149,travel_suggestion,134,0
what are your best travel suggestions,149,travel_suggestion,134,0
what does kentucky have to offer for things to do,149,travel_suggestion,134,0
put the current song in my favorite playlist,141,update_playlist,136,1
can you add this song to my jazz playlist,141,update_playlist,136,1
could you insert broken by evanescence to my music,141,update_playlist,136,1
i would like to add you say by lauren daigle to my playlist,141,update_playlist,136,1
add this song to my game night playlist,141,update_playlist,136,1
what kinds of hobbies do you enjoy,15,what_are_your_hobbies,141,0
what makes you happy in your free time,15,what_are_your_hobbies,141,0
what do you do for hobbies,15,what_are_your_hobbies,141,0
what you do at the free time,15,what_are_your_hobbies,141,0
what other hobbies do you enjoy,15,what_are_your_hobbies,141,0
